,Film,Year,Body_Count,MPAA_Rating,Genre,Director,Length_Minutes,IMDB_Rating,Film_Count,Body_Count_Min
282,Come Drink With Me,1966,213.0,Unrated,Crime,King Hu,95,7.1,1,2.2421052631578946
283,Come and See,1985,75.0,Unrated,Drama,Elem Klimov,140,8.2,1,0.5357142857142857
284,Come and See,1985,75.0,Unrated,History,Elem Klimov,140,8.2,1,0.5357142857142857
285,Come and See,1985,75.0,Unrated,War,Elem Klimov,140,8.2,1,0.5357142857142857
286,Commando,1985,88.0,R,Action,Mark L. Lester,90,6.5,1,0.9777777777777777
287,Commando,1985,88.0,R,Thriller,Mark L. Lester,90,6.5,1,0.9777777777777777
288,Companeros,1970,133.0,R,Western,Sergio Corbucci,118,7.5,1,1.1271186440677967
289,Companeros,1970,133.0,R,Comedy,Sergio Corbucci,118,7.5,1,1.1271186440677967
290,Con Air,1997,30.0,R,Action,Simon West,115,6.8,1,0.2608695652173913
291,Con Air,1997,30.0,R,Crime,Simon West,115,6.8,1,0.2608695652173913
292,Con Air,1997,30.0,R,Thriller,Simon West,115,6.8,1,0.2608695652173913
293,Conan the Barbarian,1982,114.0,R,Action,John Milius,129,6.8,1,0.8837209302325582
294,Conan the Barbarian,1982,114.0,R,Fantasy,John Milius,129,6.8,1,0.8837209302325582
295,Conan the Barbarian,1982,114.0,R,Adventure,John Milius,129,6.8,1,0.8837209302325582
296,Confessions of a,2002,50.0,R,Biography,George Clooney,113,7.1,1,0.4424778761061947
297,Confessions of a,2002,50.0,R,Comedy,George Clooney,113,7.1,1,0.4424778761061947
298,Confessions of a,2002,50.0,R,Crime,George Clooney,113,7.1,1,0.4424778761061947
299,Confessions of a,2002,50.0,R,Drama,George Clooney,113,7.1,1,0.4424778761061947
300,Confessions of a,2002,50.0,R,Thriller,George Clooney,113,7.1,1,0.4424778761061947
301,Congo,1995,92.0,PG-13,Action,Frank Marshall,109,4.9,1,0.8440366972477065
302,Congo,1995,92.0,PG-13,Adventure,Frank Marshall,109,4.9,1,0.8440366972477065
303,Congo,1995,92.0,PG-13,Mystery,Frank Marshall,109,4.9,1,0.8440366972477065
304,Conspiracy Theory,1997,7.0,R,Action,Richard Donner,135,6.6,1,0.05185185185185185
305,Conspiracy Theory,1997,7.0,R,Crime,Richard Donner,135,6.6,1,0.05185185185185185
306,Conspiracy Theory,1997,7.0,R,Mystery,Richard Donner,135,6.6,1,0.05185185185185185
307,Conspiracy Theory,1997,7.0,R,Romance,Richard Donner,135,6.6,1,0.05185185185185185
308,Conspiracy Theory,1997,7.0,R,Thriller,Richard Donner,135,6.6,1,0.05185185185185185
309,Constantine,2005,7.0,R,Fantasy,Francis Lawrence,121,6.8,1,0.05785123966942149
310,Constantine,2005,7.0,R,Horror,Francis Lawrence,121,6.8,1,0.05785123966942149
311,Contract Killer,1998,25.0,R,Action,Wei Tung,103,6.2,1,0.24271844660194175
312,Contract Killer,1998,25.0,R,Comedy,Wei Tung,103,6.2,1,0.24271844660194175
313,Cradle 2 the Grave,2003,13.0,R,Action,Andrzej Bartkowiak,101,5.6,1,0.12871287128712872
314,Cradle 2 the Grave,2003,13.0,R,Crime,Andrzej Bartkowiak,101,5.6,1,0.12871287128712872
315,Cradle 2 the Grave,2003,13.0,R,Drama,Andrzej Bartkowiak,101,5.6,1,0.12871287128712872
316,Cradle 2 the Grave,2003,13.0,R,Thriller,Andrzej Bartkowiak,101,5.6,1,0.12871287128712872
317,Crank,2006,29.0,R,Action,Mark Neveldine|Brian Taylor,88,7.0,1,0.32954545454545453
318,Crank,2006,29.0,R,Crime,Mark Neveldine|Brian Taylor,88,7.0,1,0.32954545454545453
319,Crank,2006,29.0,R,Thriller,Mark Neveldine|Brian Taylor,88,7.0,1,0.32954545454545453
320,Creepshow,1982,15.0,R,Comedy,George A. Romero,120,6.7,1,0.125
321,Creepshow,1982,15.0,R,Horror,George A. Romero,120,6.7,1,0.125
322,Crime Spree,2003,20.0,R,Action,Brad Mirman,98,6.4,1,0.20408163265306123
323,Crime Spree,2003,20.0,R,Comedy,Brad Mirman,98,6.4,1,0.20408163265306123
324,Crime Spree,2003,20.0,R,Crime,Brad Mirman,98,6.4,1,0.20408163265306123
325,Cross of Iron,1977,147.0,R,Action,Sam Peckinpah,119,7.5,1,1.2352941176470589
326,Cross of Iron,1977,147.0,R,Drama,Sam Peckinpah,119,7.5,1,1.2352941176470589
327,Cross of Iron,1977,147.0,R,War,Sam Peckinpah,119,7.5,1,1.2352941176470589
328,"Crouching Tiger, Hidden Dragon",2000,14.0,PG-13,Action,Ang Lee,120,7.9,1,0.11666666666666667
329,"Crouching Tiger, Hidden Dragon",2000,14.0,PG-13,Drama,Ang Lee,120,7.9,1,0.11666666666666667
330,"Crouching Tiger, Hidden Dragon",2000,14.0,PG-13,Romance,Ang Lee,120,7.9,1,0.11666666666666667
331,Crying Freeman,1995,82.0,Unrated,Action,Christophe Gans,102,6.5,1,0.803921568627451
332,Crying Freeman,1995,82.0,Unrated,Crime,Christophe Gans,102,6.5,1,0.803921568627451
333,Crying Freeman,1995,82.0,Unrated,Thriller,Christophe Gans,102,6.5,1,0.803921568627451
334,Dark Blue,2002,8.0,R,Crime,Ron Shelton,118,6.6,1,0.06779661016949153
335,Dark Blue,2002,8.0,R,Drama,Ron Shelton,118,6.6,1,0.06779661016949153
336,Dark Blue,2002,8.0,R,Thriller,Ron Shelton,118,6.6,1,0.06779661016949153
337,Das Boot,1981,49.0,R,Action,Wolfgang Petersen,149,8.4,1,0.3288590604026846
338,Das Boot,1981,49.0,R,Adventure,Wolfgang Petersen,149,8.4,1,0.3288590604026846
339,Das Boot,1981,49.0,R,Drama,Wolfgang Petersen,149,8.4,1,0.3288590604026846
340,Dawn of the Dead,1978,175.0,R,Action,George A. Romero,127,8.0,1,1.3779527559055118
341,Dawn of the Dead,1978,175.0,R,Horror,George A. Romero,127,8.0,1,1.3779527559055118
342,Dawn of the Dead,2004,131.0,R,Action,Zack Snyder,101,7.4,1,1.297029702970297
343,Dawn of the Dead,2004,131.0,R,Horror,Zack Snyder,101,7.4,1,1.297029702970297
344,Dawn of the Dead,2004,131.0,R,Sci-Fi,Zack Snyder,101,7.4,1,1.297029702970297
345,Dawn of the Dead,2004,131.0,R,Thriller,Zack Snyder,101,7.4,1,1.297029702970297
346,Day of the Dead,1985,40.0,Unrated,Horror,George A. Romero,96,7.1,1,0.4166666666666667
347,Death Rides a Horse,1967,54.0,R,Western,Giulio Petroni,114,7.1,1,0.47368421052631576
348,Death Sentence,2007,15.0,R,Action,James Wan,105,6.8,1,0.14285714285714285
349,Death Sentence,2007,15.0,R,Crime,James Wan,105,6.8,1,0.14285714285714285
350,Death Sentence,2007,15.0,R,Drama,James Wan,105,6.8,1,0.14285714285714285
351,Death Sentence,2007,15.0,R,Thriller,James Wan,105,6.8,1,0.14285714285714285
352,Death Wish 3,1985,80.0,X,Action,Michael Winner,92,5.7,1,0.8695652173913043
353,Death Wish 3,1985,80.0,X,Crime,Michael Winner,92,5.7,1,0.8695652173913043
354,Death Wish 3,1985,80.0,X,Drama,Michael Winner,92,5.7,1,0.8695652173913043
355,Death Wish 4: The Crackdown,1987,57.0,R,Action,J. Lee Thompson,99,5.0,1,0.5757575757575758
356,Death Wish 4: The Crackdown,1987,57.0,R,Crime,J. Lee Thompson,99,5.0,1,0.5757575757575758
357,Death Wish 4: The Crackdown,1987,57.0,R,Drama,J. Lee Thompson,99,5.0,1,0.5757575757575758
358,Death to Smoochy,2002,3.0,R,Comedy,Danny DeVito,109,6.3,1,0.027522935779816515
359,Death to Smoochy,2002,3.0,R,Crime,Danny DeVito,109,6.3,1,0.027522935779816515
360,Death to Smoochy,2002,3.0,R,Drama,Danny DeVito,109,6.3,1,0.027522935779816515
361,Death to Smoochy,2002,3.0,R,Thriller,Danny DeVito,109,6.3,1,0.027522935779816515
362,Delta Force 2,1990,92.0,R,Action,Aaron Norris,111,4.4,1,0.8288288288288288
363,Delta Force 2,1990,92.0,R,Adventure,Aaron Norris,111,4.4,1,0.8288288288288288
364,Delta Force 2,1990,92.0,R,Thriller,Aaron Norris,111,4.4,1,0.8288288288288288
365,Delta Force 2,1990,92.0,R,War,Aaron Norris,111,4.4,1,0.8288288288288288
366,Demolition Man,1993,25.0,R,Action,Marco Brambilla,115,6.5,1,0.21739130434782608
367,Demolition Man,1993,25.0,R,Crime,Marco Brambilla,115,6.5,1,0.21739130434782608
368,Demolition Man,1993,25.0,R,Sci-Fi,Marco Brambilla,115,6.5,1,0.21739130434782608
369,Demolition Man,1993,25.0,R,Thriller,Marco Brambilla,115,6.5,1,0.21739130434782608
370,Desperado,1995,80.0,R,Action,Robert Rodriguez,104,7.1,1,0.7692307692307693
371,Desperado,1995,80.0,R,Crime,Robert Rodriguez,104,7.1,1,0.7692307692307693
372,Desperado,1995,80.0,R,Thriller,Robert Rodriguez,104,7.1,1,0.7692307692307693
373,Diamonds are Forever,1971,29.0,GP,Action,Guy Hamilton,120,6.7,1,0.24166666666666667
374,Diamonds are Forever,1971,29.0,GP,Adventure,Guy Hamilton,120,6.7,1,0.24166666666666667
375,Diamonds are Forever,1971,29.0,GP,Crime,Guy Hamilton,120,6.7,1,0.24166666666666667
376,Diamonds are Forever,1971,29.0,GP,Thriller,Guy Hamilton,120,6.7,1,0.24166666666666667
377,Die Hard,1988,20.0,R,Action,John McTiernan,131,8.3,1,0.15267175572519084
378,Die Hard,1988,20.0,R,Thriller,John McTiernan,131,8.3,1,0.15267175572519084
379,Die Hard 2,1990,37.0,R,Action,Renny Harlin,124,7.1,1,0.29838709677419356
380,Die Hard 2,1990,37.0,R,Thriller,Renny Harlin,124,7.1,1,0.29838709677419356
381,Die Hard: With a Vengeance,1995,26.0,R,Action,John McTiernan,131,7.6,1,0.1984732824427481
382,Die Hard: With a Vengeance,1995,26.0,R,Crime,John McTiernan,131,7.6,1,0.1984732824427481
383,Die Hard: With a Vengeance,1995,26.0,R,Thriller,John McTiernan,131,7.6,1,0.1984732824427481
384,District 9,2009,71.0,R,Action,Neill Blomkamp,112,8.0,1,0.6339285714285714
385,District 9,2009,71.0,R,Sci-Fi,Neill Blomkamp,112,8.0,1,0.6339285714285714
386,District 9,2009,71.0,R,Thriller,Neill Blomkamp,112,8.0,1,0.6339285714285714
387,District B13,2004,34.0,R,Action,Pierre Morel,84,7.1,1,0.40476190476190477
388,District B13,2004,34.0,R,Sci-Fi,Pierre Morel,84,7.1,1,0.40476190476190477
389,District B13,2004,34.0,R,Thriller,Pierre Morel,84,7.1,1,0.40476190476190477
390,Disturbia,2007,10.0,PG-13,Drama,D.J. Caruso,105,6.9,1,0.09523809523809523
391,Disturbia,2007,10.0,PG-13,Mystery,D.J. Caruso,105,6.9,1,0.09523809523809523
392,Disturbia,2007,10.0,PG-13,Thriller,D.J. Caruso,105,6.9,1,0.09523809523809523
393,Domino,2005,51.0,R,Action,Tony Scott,127,5.9,1,0.4015748031496063
394,Domino,2005,51.0,R,Biography,Tony Scott,127,5.9,1,0.4015748031496063
395,Domino,2005,51.0,R,Crime,Tony Scott,127,5.9,1,0.4015748031496063
396,Domino,2005,51.0,R,Drama,Tony Scott,127,5.9,1,0.4015748031496063
397,Domino,2005,51.0,R,Thriller,Tony Scott,127,5.9,1,0.4015748031496063
398,Donnie Darko,2001,3.0,R,Drama,Richard Kelly,113,8.1,1,0.02654867256637168
399,Donnie Darko,2001,3.0,R,Mystery,Richard Kelly,113,8.1,1,0.02654867256637168
400,Donnie Darko,2001,3.0,R,Sci-Fi,Richard Kelly,113,8.1,1,0.02654867256637168
401,Doom,2005,89.0,R,Action,Andrzej Bartkowiak,100,5.2,1,0.89
402,Doom,2005,89.0,R,Adventure,Andrzej Bartkowiak,100,5.2,1,0.89
403,Doom,2005,89.0,R,Horror,Andrzej Bartkowiak,100,5.2,1,0.89
404,Doomsday,2008,188.0,R,Action,Neil Marshall,105,6.0,1,1.7904761904761906
405,Doomsday,2008,188.0,R,Sci-Fi,Neil Marshall,105,6.0,1,1.7904761904761906
406,Dr. No,1962,8.0,Approved,Action,Terence Young,110,7.3,1,0.07272727272727272
407,Dr. No,1962,8.0,Approved,Adventure,Terence Young,110,7.3,1,0.07272727272727272
408,Dr. No,1962,8.0,Approved,Crime,Terence Young,110,7.3,1,0.07272727272727272
409,Dr. No,1962,8.0,Approved,Thriller,Terence Young,110,7.3,1,0.07272727272727272
410,Dr. Strangelove,1964,33.0,PG,Comedy,Stanley Kubrick,95,8.5,1,0.3473684210526316
411,Dr. Strangelove,1964,33.0,PG,Sci-Fi,Stanley Kubrick,95,8.5,1,0.3473684210526316
412,Dr. Strangelove,1964,33.0,PG,War,Stanley Kubrick,95,8.5,1,0.3473684210526316
413,Dracula,1992,94.0,R,Drama,Francis Ford Coppola,128,7.4,1,0.734375
414,Dracula,1992,94.0,R,Fantasy,Francis Ford Coppola,128,7.4,1,0.734375
415,Dracula,1992,94.0,R,Horror,Francis Ford Coppola,128,7.4,1,0.734375
416,Dracula 2000,2000,18.0,R,Horror,Patrick Lussier,99,4.8,1,0.18181818181818182
417,Dracula 2000,2000,18.0,R,Thriller,Patrick Lussier,99,4.8,1,0.18181818181818182
418,Dune,1984,186.0,PG-13,Action,David Lynch,137,6.6,1,1.3576642335766422
419,Dune,1984,186.0,PG-13,Adventure,David Lynch,137,6.6,1,1.3576642335766422
420,Dune,1984,186.0,PG-13,Sci-Fi,David Lynch,137,6.6,1,1.3576642335766422
421,El Cid,1961,160.0,Unrated,Adventure,Anthony Mann,182,7.2,1,0.8791208791208791
422,El Cid,1961,160.0,Unrated,Biography,Anthony Mann,182,7.2,1,0.8791208791208791
423,El Cid,1961,160.0,Unrated,Drama,Anthony Mann,182,7.2,1,0.8791208791208791
424,El Topo,1970,202.0,Unrated,Western,Alejandro Jodorowsky,125,7.5,1,1.616
425,Enemy at the Gates,2001,174.0,R,Drama,Jean-Jacques Annaud,131,7.5,1,1.3282442748091603
426,Enemy at the Gates,2001,174.0,R,History,Jean-Jacques Annaud,131,7.5,1,1.3282442748091603
427,Enemy at the Gates,2001,174.0,R,Thriller,Jean-Jacques Annaud,131,7.5,1,1.3282442748091603
428,Equilibrium,2002,236.0,R,Action,Kurt Wimmer,107,7.6,1,2.205607476635514
429,Equilibrium,2002,236.0,R,Drama,Kurt Wimmer,107,7.6,1,2.205607476635514
430,Equilibrium,2002,236.0,R,Sci-Fi,Kurt Wimmer,107,7.6,1,2.205607476635514
431,Equilibrium,2002,236.0,R,Thriller,Kurt Wimmer,107,7.6,1,2.205607476635514
432,Eraser,1996,52.0,R,Action,Chuck Russell,115,6.0,1,0.45217391304347826
433,Eraser,1996,52.0,R,Drama,Chuck Russell,115,6.0,1,0.45217391304347826
434,Eraser,1996,52.0,R,Mystery,Chuck Russell,115,6.0,1,0.45217391304347826
435,Eraser,1996,52.0,R,Thriller,Chuck Russell,115,6.0,1,0.45217391304347826
436,Escape From New York,1981,28.0,R,Action,John Carpenter,99,7.2,1,0.2828282828282828
437,Escape From New York,1981,28.0,R,Sci-Fi,John Carpenter,99,7.2,1,0.2828282828282828
438,Evil Dead II: Dead by Dawn,1987,8.0,X,Comedy,Sam Raimi,84,7.8,1,0.09523809523809523
439,Evil Dead II: Dead by Dawn,1987,8.0,X,Horror,Sam Raimi,84,7.8,1,0.09523809523809523
440,Excalibur,1981,168.0,R,Action,John Boorman,140,7.4,1,1.2
441,Excalibur,1981,168.0,R,Drama,John Boorman,140,7.4,1,1.2
442,Excalibur,1981,168.0,R,Fantasy,John Boorman,140,7.4,1,1.2
443,eXistenZ,1999,11.0,R,Sci-Fi,David Cronenberg,97,6.8,1,0.1134020618556701
444,Exit Wounds,2001,38.0,R,Action,Andrzej Bartkowiak,101,5.4,1,0.37623762376237624
445,Exit Wounds,2001,38.0,R,Comedy,Andrzej Bartkowiak,101,5.4,1,0.37623762376237624
446,Exit Wounds,2001,38.0,R,Crime,Andrzej Bartkowiak,101,5.4,1,0.37623762376237624
447,Exit Wounds,2001,38.0,R,Drama,Andrzej Bartkowiak,101,5.4,1,0.37623762376237624
448,Exit Wounds,2001,38.0,R,Thriller,Andrzej Bartkowiak,101,5.4,1,0.37623762376237624
449,Face/Off,1997,56.0,R,Action,John Woo,138,7.3,1,0.4057971014492754
450,Face/Off,1997,56.0,R,Crime,John Woo,138,7.3,1,0.4057971014492754
451,Face/Off,1997,56.0,R,Sci-Fi,John Woo,138,7.3,1,0.4057971014492754
452,Face/Off,1997,56.0,R,Thriller,John Woo,138,7.3,1,0.4057971014492754
453,Fair Game,1995,21.0,R,Action,Andrew Sipes,91,4.0,1,0.23076923076923078
454,Fair Game,1995,21.0,R,Thriller,Andrew Sipes,91,4.0,1,0.23076923076923078
455,Fantastic Four: Rise of the Silver Surfer,2007,6.0,PG,Action,Tim Story,92,5.6,1,0.06521739130434782
456,Fantastic Four: Rise of the Silver Surfer,2007,6.0,PG,Fantasy,Tim Story,92,5.6,1,0.06521739130434782
457,Fantastic Four: Rise of the Silver Surfer,2007,6.0,PG,Sci-Fi,Tim Story,92,5.6,1,0.06521739130434782
458,Fantastic Four: Rise of the Silver Surfer,2007,6.0,PG,Thriller,Tim Story,92,5.6,1,0.06521739130434782
459,Fear and Loathing in Las Vegas,1998,10.0,R,Adventure,Terry Gilliam,118,7.7,1,0.0847457627118644
460,Fear and Loathing in Las Vegas,1998,10.0,R,Comedy,Terry Gilliam,118,7.7,1,0.0847457627118644
461,Fearless,2006,5.0,PG-13,Action,Ronny Yu,104,7.6,1,0.04807692307692308
462,Fearless,2006,5.0,PG-13,Biography,Ronny Yu,104,7.6,1,0.04807692307692308
463,Fearless,2006,5.0,PG-13,Drama,Ronny Yu,104,7.6,1,0.04807692307692308
464,Fearless,2006,5.0,PG-13,Sport,Ronny Yu,104,7.6,1,0.04807692307692308
465,Fight Club,1999,14.0,R,Drama,David Fincher,139,8.9,1,0.10071942446043165
466,Firewall,2006,5.0,PG-13,Crime,Richard Loncraine,105,5.8,1,0.047619047619047616
467,Firewall,2006,5.0,PG-13,Thriller,Richard Loncraine,105,5.8,1,0.047619047619047616
468,Flags of Our Fathers,2006,93.0,R,Drama,Clint Eastwood,132,7.1,1,0.7045454545454546
469,Flags of Our Fathers,2006,93.0,R,History,Clint Eastwood,132,7.1,1,0.7045454545454546
470,Flags of Our Fathers,2006,93.0,R,War,Clint Eastwood,132,7.1,1,0.7045454545454546
471,Fool's Gold,2008,3.0,PG-13,Adventure,Andy Tennant,112,5.5,1,0.026785714285714284
472,Fool's Gold,2008,3.0,PG-13,Comedy,Andy Tennant,112,5.5,1,0.026785714285714284
473,Fool's Gold,2008,3.0,PG-13,Romance,Andy Tennant,112,5.5,1,0.026785714285714284
474,Fool's Gold,2008,3.0,PG-13,Thriller,Andy Tennant,112,5.5,1,0.026785714285714284
475,For Your Eyes Only,1981,42.0,PG,Action,John Glen,127,6.8,1,0.33070866141732286
476,For Your Eyes Only,1981,42.0,PG,Adventure,John Glen,127,6.8,1,0.33070866141732286
477,For Your Eyes Only,1981,42.0,PG,Crime,John Glen,127,6.8,1,0.33070866141732286
478,For Your Eyes Only,1981,42.0,PG,Thriller,John Glen,127,6.8,1,0.33070866141732286
479,For a Few Dollars More,1965,42.0,M,Western,Sergio Leone,132,8.3,1,0.3181818181818182
480,Formula 51,2001,22.0,R,Action,Ronny Yu,93,6.2,1,0.23655913978494625
481,Formula 51,2001,22.0,R,Comedy,Ronny Yu,93,6.2,1,0.23655913978494625
482,Formula 51,2001,22.0,R,Crime,Ronny Yu,93,6.2,1,0.23655913978494625
483,Formula 51,2001,22.0,R,Thriller,Ronny Yu,93,6.2,1,0.23655913978494625
484,Four Brothers,2005,16.0,R,Action,John Singleton,109,6.8,1,0.14678899082568808
485,Four Brothers,2005,16.0,R,Crime,John Singleton,109,6.8,1,0.14678899082568808
486,Four Brothers,2005,16.0,R,Drama,John Singleton,109,6.8,1,0.14678899082568808
487,Four Brothers,2005,16.0,R,Mystery,John Singleton,109,6.8,1,0.14678899082568808
488,Four Brothers,2005,16.0,R,Thriller,John Singleton,109,6.8,1,0.14678899082568808
489,Friday the 13th,2009,14.0,R,Horror,Marcus Nispel,97,5.5,1,0.14432989690721648
490,From Dusk Till Dawn,1996,122.0,R,Action,Robert Rodriguez,108,7.2,1,1.1296296296296295
491,From Dusk Till Dawn,1996,122.0,R,Crime,Robert Rodriguez,108,7.2,1,1.1296296296296295
492,From Dusk Till Dawn,1996,122.0,R,Horror,Robert Rodriguez,108,7.2,1,1.1296296296296295
493,From Dusk Till Dawn 2: Texas Blood Money,1999,63.0,R,Comedy,Scott Spiegel,88,3.9,1,0.7159090909090909
494,From Dusk Till Dawn 2: Texas Blood Money,1999,63.0,R,Crime,Scott Spiegel,88,3.9,1,0.7159090909090909
495,From Dusk Till Dawn 2: Texas Blood Money,1999,63.0,R,Horror,Scott Spiegel,88,3.9,1,0.7159090909090909
496,From Russia With Love,1963,21.0,Approved,Action,Terence Young,115,7.5,1,0.1826086956521739
497,From Russia With Love,1963,21.0,Approved,Adventure,Terence Young,115,7.5,1,0.1826086956521739
498,From Russia With Love,1963,21.0,Approved,Crime,Terence Young,115,7.5,1,0.1826086956521739
499,From Russia With Love,1963,21.0,Approved,Thriller,Terence Young,115,7.5,1,0.1826086956521739
500,Galaxy Quest,1999,32.0,PG,Adventure,Dean Parisot,102,7.2,1,0.3137254901960784
501,Galaxy Quest,1999,32.0,PG,Comedy,Dean Parisot,102,7.2,1,0.3137254901960784
502,Galaxy Quest,1999,32.0,PG,Sci-Fi,Dean Parisot,102,7.2,1,0.3137254901960784
503,Gallipoli,1981,85.0,PG,Action,Peter Weir,110,7.5,1,0.7727272727272727
504,Gallipoli,1981,85.0,PG,Drama,Peter Weir,110,7.5,1,0.7727272727272727
505,Gallipoli,1981,85.0,PG,History,Peter Weir,110,7.5,1,0.7727272727272727
506,Gangs of New York,2002,109.0,R,Crime,Martin Scorsese,167,7.5,1,0.6526946107784432
507,Gangs of New York,2002,109.0,R,Drama,Martin Scorsese,167,7.5,1,0.6526946107784432
508,Gangs of New York,2002,109.0,R,History,Martin Scorsese,167,7.5,1,0.6526946107784432
509,Gangster No. 1,2000,7.0,R,Crime,Paul McGuigan,103,6.8,1,0.06796116504854369
510,Gangster No. 1,2000,7.0,R,Drama,Paul McGuigan,103,6.8,1,0.06796116504854369
511,Gangster No. 1,2000,7.0,R,Thriller,Paul McGuigan,103,6.8,1,0.06796116504854369
512,Get Carter,2000,5.0,R,Action,Stephen Kay,102,4.9,1,0.049019607843137254
513,Get Carter,2000,5.0,R,Crime,Stephen Kay,102,4.9,1,0.049019607843137254
514,Get Carter,2000,5.0,R,Drama,Stephen Kay,102,4.9,1,0.049019607843137254
515,Get Carter,2000,5.0,R,Thriller,Stephen Kay,102,4.9,1,0.049019607843137254
516,Ghost Rider,2007,52.0,PG-13,Action,Mark Steven Johnson,114,5.2,1,0.45614035087719296
517,Ghost Rider,2007,52.0,PG-13,Fantasy,Mark Steven Johnson,114,5.2,1,0.45614035087719296
518,Ghost Rider,2007,52.0,PG-13,Thriller,Mark Steven Johnson,114,5.2,1,0.45614035087719296
519,Glory,1989,258.0,R,Drama,Edward Zwick,122,7.9,1,2.1147540983606556
520,Glory,1989,258.0,R,History,Edward Zwick,122,7.9,1,2.1147540983606556
521,Glory,1989,258.0,R,War,Edward Zwick,122,7.9,1,2.1147540983606556
522,GoldenEye,1995,57.0,PG-13,Action,Martin Campbell,130,7.2,1,0.43846153846153846
523,GoldenEye,1995,57.0,PG-13,Crime,Martin Campbell,130,7.2,1,0.43846153846153846
524,GoldenEye,1995,57.0,PG-13,Thriller,Martin Campbell,130,7.2,1,0.43846153846153846
525,Grindhouse: Death Proof,2007,8.0,Unrated,Action,Quentin Tarantino,113,7.1,1,0.07079646017699115
526,Grindhouse: Death Proof,2007,8.0,Unrated,Thriller,Quentin Tarantino,113,7.1,1,0.07079646017699115
527,Grindhouse: Double Feature,2007,310.0,Unrated,Action,Robert Rodriguez|Eli Roth|Quentin Tarantino|Edgar Wright|Rob Zombie,191,7.7,1,1.6230366492146597
528,Grindhouse: Double Feature,2007,310.0,Unrated,Horror,Robert Rodriguez|Eli Roth|Quentin Tarantino|Edgar Wright|Rob Zombie,191,7.7,1,1.6230366492146597
529,Grindhouse: Double Feature,2007,310.0,Unrated,Thriller,Robert Rodriguez|Eli Roth|Quentin Tarantino|Edgar Wright|Rob Zombie,191,7.7,1,1.6230366492146597
530,Grindhouse: Planet Terror,2007,281.0,Unrated,Action,Robert Rodriguez,105,7.2,1,2.676190476190476
531,Grindhouse: Planet Terror,2007,281.0,Unrated,Horror,Robert Rodriguez,105,7.2,1,2.676190476190476
532,Hamburger Hill,1987,106.0,R,Drama,John Irvin,110,6.6,1,0.9636363636363636
533,Hamburger Hill,1987,106.0,R,War,John Irvin,110,6.6,1,0.9636363636363636
534,Hamburger Hill,1987,106.0,R,Action,John Irvin,110,6.6,1,0.9636363636363636
535,Hamlet,1990,9.0,PG,Drama,Franco Zeffirelli,130,6.8,1,0.06923076923076923
536,Hamlet,1990,9.0,PG,Romance,Franco Zeffirelli,130,6.8,1,0.06923076923076923
537,Hannibal,2001,15.0,R,Crime,Ridley Scott,131,6.6,1,0.11450381679389313
538,Hannibal,2001,15.0,R,Drama,Ridley Scott,131,6.6,1,0.11450381679389313
539,Hannibal,2001,15.0,R,Thriller,Ridley Scott,131,6.6,1,0.11450381679389313
540,Hard Boiled,1992,307.0,R,Action,John Woo,128,7.9,1,2.3984375
541,Hard Boiled,1992,307.0,R,Crime,John Woo,128,7.9,1,2.3984375
542,Hard Boiled,1992,307.0,R,Drama,John Woo,128,7.9,1,2.3984375
543,Hard Boiled,1992,307.0,R,Thriller,John Woo,128,7.9,1,2.3984375
544,Hard to Kill,1990,19.0,R,Action,Bruce Malmuth,96,5.5,1,0.19791666666666666
545,Hard to Kill,1990,19.0,R,Drama,Bruce Malmuth,96,5.5,1,0.19791666666666666
546,Hard to Kill,1990,19.0,R,Crime,Bruce Malmuth,96,5.5,1,0.19791666666666666
547,Hard to Kill,1990,19.0,R,Thriller,Bruce Malmuth,96,5.5,1,0.19791666666666666
548,Harry Potter & the Goblet of Fire,2005,3.0,PG-13,Adventure,Mike Newell,157,7.6,1,0.01910828025477707
549,Harry Potter & the Goblet of Fire,2005,3.0,PG-13,Family,Mike Newell,157,7.6,1,0.01910828025477707
550,Harry Potter & the Goblet of Fire,2005,3.0,PG-13,Fantasy,Mike Newell,157,7.6,1,0.01910828025477707
551,Harry Potter & the Goblet of Fire,2005,3.0,PG-13,Mystery,Mike Newell,157,7.6,1,0.01910828025477707
552,Heat,1995,18.0,R,Action,Michael Mann,170,8.3,1,0.10588235294117647
553,Heat,1995,18.0,R,Crime,Michael Mann,170,8.3,1,0.10588235294117647
554,Heat,1995,18.0,R,Drama,Michael Mann,170,8.3,1,0.10588235294117647
555,Heat,1995,18.0,R,Thriller,Michael Mann,170,8.3,1,0.10588235294117647
556,Hellboy,2004,42.0,PG-13,Action,Guillermo del Toro,122,6.8,1,0.3442622950819672
557,Hellboy,2004,42.0,PG-13,Adventure,Guillermo del Toro,122,6.8,1,0.3442622950819672
558,Hellboy,2004,42.0,PG-13,Fantasy,Guillermo del Toro,122,6.8,1,0.3442622950819672
559,Hellboy,2004,42.0,PG-13,Sci-Fi,Guillermo del Toro,122,6.8,1,0.3442622950819672
560,Hero,2002,152.0,PG-13,Action,Yimou Zhang,99,7.9,1,1.5353535353535352
561,Hero,2002,152.0,PG-13,Drama,Yimou Zhang,99,7.9,1,1.5353535353535352
562,Hero,2002,152.0,PG-13,History,Yimou Zhang,99,7.9,1,1.5353535353535352
